Name,Fruit 1,Fruit 2,Fruit 3,Fruit 4,Total Fruits Bought,Date,Day,Purchase ID
Hauwa,Papaya,Strawberry,Pineapple,Orange,13,2000-12-01,Fri,2702
Juliet,Papaya,Apple,Pineapple,Pawpaw,11,2000-12-02,Sat,2703
Jerry,Watermelon,Apple,Tangerine,Apple,5,2000-12-02,Sat,2704
Juliet,Apple,Banana,Strawberry,Guava,5,2000-12-02,Sat,2705
Juliet,Pineapple,Orange,Orange,Pineapple,10,2000-12-02,Sat,2706
Esther,Orange,Papaya,Tangerine,Pawpaw,8,2000-12-02,Sat,2707
Sam,Banana,Apple,Tangerine,Papaya,9,2000-12-02,Sat,2708
Jerry,Papaya,Apple,Orange,Pawpaw,5,2000-12-02,Sat,2709
Sam,Watermelon,Papaya,Strawberry,Pawpaw,7,2000-12-02,Sat,2710
Philip,Banana,Apple,Tangerine,Papaya,5,2000-12-02,Sat,2711
Jamie,Orange,Pineapple,Strawberry,Guava,17,2000-12-02,Sat,2712
Jerry,Banana,Orange,Tangerine,Papaya,8,2000-12-02,Sat,2713
Sam,Apple,Pineapple,Pineapple,Papaya,17,2000-12-02,Sat,2714
Philip,Apple,Apple,Orange,Tangerine,11,2000-12-02,Sat,2715
Philip,Pineapple,Tangerine,Pineapple,Tangerine,4,2000-12-02,Sat,2716
Jerry,Apple,Apple,Strawberry,Pineapple,6,2000-12-02,Sat,2717
Sam,Watermelon,Tangerine,Strawberry,Tangerine,10,2000-12-02,Sat,2718
Philip,Orange,Apple,Strawberry,Tangerine,10,2000-12-02,Sat,2719
Pauline,Banana,Strawberry,Orange,Tangerine,21,2000-12-02,Sat,2720
Juliet,Pineapple,Apple,Tangerine,Apple,8,2000-12-02,Sat,2721
Ralph,Banana,Apple,Tangerine,Orange,4,2000-12-02,Sat,2722
Sam,Banana,Pineapple,Orange,Papaya,10,2000-12-02,Sat,2723
Sam,Papaya,Apple,Orange,Papaya,17,2000-12-02,Sat,2724
Juliet,Apple,Pineapple,Strawberry,Papaya,8,2000-12-02,Sat,2725
Pauline,Orange,Apple,Strawberry,Guava,11,2000-12-02,Sat,2726
Juliet,Apple,Tangerine,Orange,Pawpaw,20,2000-12-02,Sat,2727
Jamie,Pineapple,Papaya,Orange,Pineapple,13,2000-12-02,Sat,2728
Pauline,Pineapple,Strawberry,Strawberry,Orange,11,2000-12-02,Sat,2729
Juliet,Watermelon,Tangerine,Orange,Orange,5,2000-12-02,Sat,2730
Jerry,Papaya,Pineapple,Pineapple,Apple,10,2000-12-02,Sat,2731
Hauwa,Apple,Apple,Pineapple,Papaya,8,2000-12-02,Sat,2732
Hauwa,Watermelon,Papaya,Pineapple,Papaya,8,2000-12-02,Sat,2733
Philip,Apple,Pineapple,Tangerine,Tangerine,7,2000-12-02,Sat,2734
Ralph,Banana,Apple,Tangerine,Papaya,11,2000-12-02,Sat,2735
Pauline,Apple,Strawberry,Strawberry,Papaya,20,2000-12-02,Sat,2736
Jamie,Banana,Tangerine,Orange,Pawpaw,10,2000-12-02,Sat,2737
Esther,Orange,Tangerine,Tangerine,Pawpaw,10,2000-12-02,Sat,2738
Sam,Pineapple,Papaya,Strawberry,Guava,13,2000-12-02,Sat,2739
Sam,Banana,Banana,Pineapple,Guava,8,2000-12-02,Sat,2740
Pauline,Apple,Papaya,Strawberry,Apple,8,2000-12-02,Sat,2741
Philip,Watermelon,Strawberry,Strawberry,Apple,8,2000-12-02,Sat,2742
Jerry,Banana,Strawberry,Tangerine,Orange,4,2000-12-02,Sat,2743
Juliet,Orange,Apple,Pineapple,Pineapple,5,2000-12-02,Sat,2744
Juliet,Apple,Pineapple,Pineapple,Orange,5,2000-12-02,Sat,2745
Pauline,Banana,Pineapple,Pineapple,Tangerine,13,2000-12-02,Sat,2746
Jamie,Banana,Banana,Tangerine,Apple,5,2000-12-02,Sat,2747
Jamie,Banana,Papaya,Strawberry,Pawpaw,21,2000-12-02,Sat,2748
Philip,Apple,Pineapple,Orange,Guava,13,2000-12-02,Sat,2749
Ralph,Apple,Strawberry,Pineapple,Tangerine,13,2000-12-02,Sat,2750
Jerry,Orange,Orange,Strawberry,Apple,9,2000-12-02,Sat,2751
Hauwa,Banana,Orange,Pineapple,Papaya,9,2000-12-02,Sat,2752
Pauline,Orange,Banana,Pineapple,Pineapple,5,2000-12-03,Sun,2753
Pauline,Orange,Tangerine,Pineapple,Papaya,10,2000-12-03,Sun,2754
Esther,Apple,Apple,Pineapple,Orange,20,2000-12-03,Sun,2755
Juliet,Papaya,Pineapple,Strawberry,Orange,5,2000-12-03,Sun,2756
Philip,Apple,Apple,Pineapple,Tangerine,10,2000-12-03,Sun,2757
Juliet,Orange,Apple,Orange,Pawpaw,9,2000-12-03,Sun,2758
Jerry,Pineapple,Banana,Orange,Papaya,4,2000-12-03,Sun,2759
Jerry,Watermelon,Apple,Orange,Pineapple,17,2000-12-03,Sun,2760
Pauline,Pineapple,Strawberry,Orange,Papaya,10,2000-12-03,Sun,2761
Hauwa,Watermelon,Tangerine,Strawberry,Papaya,8,2000-12-03,Sun,2762
Jamie,Orange,Orange,Orange,Papaya,10,2000-12-03,Sun,2763
Pauline,Orange,Tangerine,Strawberry,Papaya,8,2000-12-03,Sun,2764
Jamie,Watermelon,Apple,Pineapple,Pawpaw,13,2000-12-03,Sun,2765
Juliet,Orange,Pineapple,Orange,Papaya,8,2000-12-03,Sun,2766
Jerry,Orange,Apple,Orange,Orange,10,2000-12-03,Sun,2767
Sam,Orange,Tangerine,Strawberry,Papaya,8,2000-12-03,Sun,2768
Ralph,Banana,Orange,Strawberry,Pawpaw,9,2000-12-03,Sun,2769
Jamie,Pineapple,Apple,Tangerine,Pineapple,8,2000-12-03,Sun,2770
Philip,Papaya,Pineapple,Strawberry,Orange,8,2000-12-03,Sun,2771
Jerry,Pineapple,Tangerine,Tangerine,Apple,10,2000-12-03,Sun,2772
Jamie,Apple,Pineapple,Tangerine,Tangerine,8,2000-12-03,Sun,2773
Jamie,Orange,Pineapple,Strawberry,Papaya,20,2000-12-03,Sun,2774
Esther,Watermelon,Tangerine,Pineapple,Guava,10,2000-12-03,Sun,2775
Hauwa,Pineapple,Apple,Strawberry,Papaya,5,2000-12-03,Sun,2776
Philip,Banana,Apple,Strawberry,Papaya,5,2000-12-03,Sun,2777
Ralph,Apple,Papaya,Strawberry,Apple,9,2000-12-03,Sun,2778
Sam,Pineapple,Papaya,Orange,Guava,17,2000-12-03,Sun,2779
Jerry,Pineapple,Orange,Tangerine,Papaya,6,2000-12-03,Sun,2780
Sam,Apple,Tangerine,Pineapple,Pawpaw,8,2000-12-03,Sun,2781
Philip,Papaya,Pineapple,Pineapple,Guava,17,2000-12-03,Sun,2782
Philip,Watermelon,Strawberry,Pineapple,Apple,20,2000-12-03,Sun,2783
Juliet,Orange,Orange,Strawberry,Papaya,8,2000-12-03,Sun,2784
Esther,Pineapple,Banana,Pineapple,Papaya,5,2000-12-03,Sun,2785
Philip,Banana,Papaya,Tangerine,Orange,20,2000-12-03,Sun,2786
Hauwa,Apple,Banana,Strawberry,Tangerine,8,2000-12-03,Sun,2787
Juliet,Orange,Orange,Strawberry,Apple,20,2000-12-03,Sun,2788
Jamie,Apple,Strawberry,Strawberry,Pineapple,8,2000-12-03,Sun,2789
Esther,Orange,Apple,Strawberry,Papaya,10,2000-12-03,Sun,2790
Jerry,Apple,Orange,Strawberry,Apple,8,2000-12-03,Sun,2791
Hauwa,Apple,Strawberry,Orange,Apple,21,2000-12-03,Sun,2792
Jamie,Orange,Papaya,Strawberry,Papaya,17,2000-12-03,Sun,2793
Pauline,Apple,Pineapple,Orange,Tangerine,4,2000-12-03,Sun,2794
Esther,Watermelon,Apple,Pineapple,Pineapple,8,2000-12-03,Sun,2795
Esther,Pineapple,Tangerine,Pineapple,Apple,17,2000-12-03,Sun,2796
Hauwa,Orange,Tangerine,Orange,Pawpaw,6,2000-12-03,Sun,2797
Ralph,Apple,Tangerine,Pineapple,Apple,8,2000-12-03,Sun,2798
Pauline,Papaya,Papaya,Orange,Orange,10,2000-12-03,Sun,2799
Juliet,Watermelon,Strawberry,Strawberry,Guava,5,2000-12-03,Sun,2800
Ralph,Papaya,Tangerine,Tangerine,Guava,9,2000-12-03,Sun,2801
Esther,Papaya,Papaya,Tangerine,Pineapple,10,2000-12-03,Sun,2802
Jerry,Apple,Papaya,Pineapple,Papaya,9,2000-12-04,Mon,2803
Pauline,Banana,Orange,Tangerine,Pineapple,20,2000-12-04,Mon,2804
Philip,Apple,Apple,Pineapple,Pineapple,9,2000-12-04,Mon,2805
Jamie,Papaya,Orange,Pineapple,Apple,8,2000-12-04,Mon,2806
Esther,Apple,Pineapple,Tangerine,Orange,21,2000-12-04,Mon,2807
Ralph,Pineapple,Papaya,Tangerine,Apple,9,2000-12-04,Mon,2808
Esther,Apple,Pineapple,Tangerine,Papaya,6,2000-12-04,Mon,2809
Ralph,Apple,Apple,Pineapple,Papaya,10,2000-12-04,Mon,2810
Hauwa,Orange,Apple,Pineapple,Pineapple,5,2000-12-04,Mon,2811
Sam,Papaya,Papaya,Strawberry,Pineapple,17,2000-12-04,Mon,2812
Jamie,Orange,Apple,Strawberry,Papaya,7,2000-12-04,Mon,2813
Hauwa,Pineapple,Strawberry,Pineapple,Guava,5,2000-12-04,Mon,2814
Esther,Papaya,Strawberry,Orange,Pineapple,13,2000-12-04,Mon,2815
Hauwa,Orange,Pineapple,Orange,Orange,8,2000-12-04,Mon,2816
Jamie,Orange,Papaya,Pineapple,Orange,17,2000-12-04,Mon,2817
Esther,Apple,Pineapple,Orange,Papaya,20,2000-12-04,Mon,2818
Esther,Apple,Orange,Orange,Papaya,8,2000-12-04,Mon,2819
Jamie,Apple,Banana,Strawberry,Tangerine,21,2000-12-04,Mon,2820
Sam,Orange,Apple,Orange,Papaya,5,2000-12-04,Mon,2821
Hauwa,Apple,Banana,Tangerine,Guava,5,2000-12-04,Mon,2822
Jamie,Pineapple,Apple,Strawberry,Guava,13,2000-12-04,Mon,2823
Sam,Watermelon,Tangerine,Orange,Tangerine,8,2000-12-04,Mon,2824
Sam,Banana,Apple,Pineapple,Orange,8,2000-12-04,Mon,2825
Jerry,Apple,Tangerine,Orange,Apple,6,2000-12-04,Mon,2826
Sam,Apple,Pineapple,Pineapple,Papaya,20,2000-12-04,Mon,2827
Hauwa,Banana,Tangerine,Tangerine,Apple,20,2000-12-04,Mon,2828
Jamie,Pineapple,Papaya,Orange,Guava,17,2000-12-04,Mon,2829
Juliet,Apple,Strawberry,Orange,Papaya,4,2000-12-04,Mon,2830
Philip,Apple,Apple,Strawberry,Apple,17,2000-12-04,Mon,2831
Ralph,Papaya,Strawberry,Pineapple,Pineapple,8,2000-12-04,Mon,2832
Philip,Apple,Apple,Pineapple,Apple,10,2000-12-04,Mon,2833
Jerry,Banana,Pineapple,Strawberry,Pineapple,17,2000-12-04,Mon,2834
Sam,Papaya,Banana,Orange,Orange,8,2000-12-04,Mon,2835
Juliet,Apple,Strawberry,Tangerine,Papaya,5,2000-12-04,Mon,2836
Sam,Orange,Apple,Orange,Apple,6,2000-12-04,Mon,2837
Juliet,Apple,Orange,Orange,Orange,6,2000-12-04,Mon,2838
Pauline,Banana,Apple,Orange,Pawpaw,7,2000-12-04,Mon,2839
Sam,Watermelon,Apple,Pineapple,Papaya,5,2000-12-04,Mon,2840
Juliet,Banana,Banana,Orange,Tangerine,10,2000-12-04,Mon,2841
Juliet,Watermelon,Papaya,Tangerine,Papaya,20,2000-12-04,Mon,2842
Jerry,Pineapple,Strawberry,Orange,Papaya,9,2000-12-04,Mon,2843
Hauwa,Orange,Strawberry,Orange,Papaya,11,2000-12-04,Mon,2844
Jamie,Orange,Papaya,Orange,Papaya,4,2000-12-04,Mon,2845
Hauwa,Orange,Apple,Pineapple,Tangerine,20,2000-12-05,Tue,2846
Sam,Orange,Orange,Tangerine,Guava,4,2000-12-05,Tue,2847
Juliet,Watermelon,Tangerine,Strawberry,Tangerine,8,2000-12-05,Tue,2848
Jamie,Orange,Pineapple,Orange,Orange,5,2000-12-05,Tue,2849
Esther,Banana,Pineapple,Orange,Papaya,13,2000-12-05,Tue,2850
Sam,Orange,Banana,Pineapple,Papaya,17,2000-12-05,Tue,2851
Hauwa,Apple,Strawberry,Strawberry,Tangerine,9,2000-12-05,Tue,2852
Juliet,Papaya,Tangerine,Orange,Pineapple,10,2000-12-05,Tue,2853
Philip,Orange,Orange,Strawberry,Pawpaw,6,2000-12-05,Tue,2854
Sam,Orange,Tangerine,Pineapple,Pineapple,20,2000-12-05,Tue,2855
Pauline,Orange,Apple,Strawberry,Tangerine,8,2000-12-05,Tue,2856
Hauwa,Pineapple,Orange,Tangerine,Pineapple,17,2000-12-05,Tue,2857
Ralph,Banana,Pineapple,Strawberry,Pineapple,10,2000-12-05,Tue,2858
Pauline,Apple,Apple,Strawberry,Tangerine,10,2000-12-05,Tue,2859
Hauwa,Papaya,Tangerine,Strawberry,Tangerine,5,2000-12-05,Tue,2860
Philip,Watermelon,Papaya,Tangerine,Apple,6,2000-12-05,Tue,2861
Hauwa,Orange,Orange,Pineapple,Tangerine,9,2000-12-05,Tue,2862
Jerry,Banana,Tangerine,Strawberry,Apple,8,2000-12-05,Tue,2863
Juliet,Apple,Papaya,Strawberry,Guava,8,2000-12-05,Tue,2864
Pauline,Banana,Orange,Orange,Apple,8,2000-12-05,Tue,2865
Esther,Watermelon,Orange,Tangerine,Guava,20,2000-12-05,Tue,2866
Jamie,Apple,Tangerine,Pineapple,Pawpaw,6,2000-12-05,Tue,2867
Juliet,Papaya,Banana,Orange,Orange,5,2000-12-05,Tue,2868
Hauwa,Pineapple,Apple,Strawberry,Guava,17,2000-12-05,Tue,2869
Pauline,Watermelon,Pineapple,Strawberry,Orange,6,2000-12-05,Tue,2870
Jamie,Apple,Strawberry,Strawberry,Orange,20,2000-12-05,Tue,2871
Jerry,Orange,Apple,Tangerine,Apple,20,2000-12-05,Tue,2872
Hauwa,Papaya,Orange,Strawberry,Pineapple,6,2000-12-05,Tue,2873
Juliet,Watermelon,Orange,Tangerine,Papaya,10,2000-12-05,Tue,2874
Pauline,Papaya,Banana,Pineapple,Orange,11,2000-12-05,Tue,2875
Ralph,Pineapple,Papaya,Pineapple,Tangerine,8,2000-12-05,Tue,2876
Pauline,Orange,Pineapple,Orange,Pawpaw,20,2000-12-05,Tue,2877
Philip,Papaya,Apple,Strawberry,Papaya,17,2000-12-05,Tue,2878
Juliet,Watermelon,Banana,Tangerine,Guava,4,2000-12-05,Tue,2879
Ralph,Papaya,Strawberry,Strawberry,Apple,10,2000-12-05,Tue,2880
Philip,Apple,Tangerine,Strawberry,Tangerine,4,2000-12-05,Tue,2881
Pauline,Pineapple,Apple,Strawberry,Apple,20,2000-12-05,Tue,2882
Ralph,Apple,Strawberry,Orange,Pineapple,8,2000-12-05,Tue,2883
Sam,Pineapple,Banana,Pineapple,Tangerine,5,2000-12-05,Tue,2884
Sam,Orange,Apple,Orange,Pineapple,20,2000-12-05,Tue,2885
Juliet,Orange,Banana,Orange,Pawpaw,9,2000-12-05,Tue,2886
Esther,Pineapple,Strawberry,Strawberry,Papaya,21,2000-12-05,Tue,2887
Sam,Apple,Pineapple,Pineapple,Tangerine,21,2000-12-05,Tue,2888
Jamie,Watermelon,Apple,Orange,Orange,6,2000-12-05,Tue,2889
Sam,Watermelon,Banana,Strawberry,Guava,5,2000-12-05,Tue,2890
Hauwa,Banana,Papaya,Orange,Pineapple,10,2000-12-05,Tue,2891
Philip,Orange,Tangerine,Strawberry,Tangerine,10,2000-12-05,Tue,2892
Sam,Papaya,Strawberry,Strawberry,Papaya,10,2000-12-06,Wed,2893
Jamie,Apple,Strawberry,Orange,Pineapple,20,2000-12-06,Wed,2894
Ralph,Pineapple,Apple,Strawberry,Tangerine,8,2000-12-06,Wed,2895
Jamie,Papaya,Banana,Tangerine,Guava,20,2000-12-06,Wed,2896
Esther,Papaya,Strawberry,Strawberry,Tangerine,5,2000-12-06,Wed,2897
Ralph,Apple,Tangerine,Pineapple,Papaya,17,2000-12-06,Wed,2898
Sam,Papaya,Papaya,Pineapple,Apple,7,2000-12-06,Wed,2899
Philip,Orange,Strawberry,Strawberry,Pineapple,17,2000-12-06,Wed,2900
Jerry,Watermelon,Banana,Tangerine,Apple,20,2000-12-06,Wed,2901
Jamie,Watermelon,Banana,Orange,Papaya,13,2000-12-06,Wed,2902
Philip,Apple,Orange,Strawberry,Pineapple,5,2000-12-06,Wed,2903
Hauwa,Papaya,Papaya,Orange,Orange,4,2000-12-06,Wed,2904
Philip,Pineapple,Banana,Orange,Papaya,13,2000-12-06,Wed,2905
Ralph,Banana,Orange,Strawberry,Apple,20,2000-12-06,Wed,2906
Juliet,Pineapple,Pineapple,Strawberry,Pineapple,9,2000-12-06,Wed,2907
Philip,Papaya,Pineapple,Orange,Apple,8,2000-12-06,Wed,2908
Pauline,Apple,Apple,Pineapple,Apple,8,2000-12-06,Wed,2909
Jerry,Pineapple,Papaya,Orange,Apple,7,2000-12-06,Wed,2910
Ralph,Banana,Strawberry,Tangerine,Apple,6,2000-12-06,Wed,2911
Ralph,Orange,Tangerine,Pineapple,Orange,17,2000-12-06,Wed,2912
Sam,Orange,Papaya,Pineapple,Orange,10,2000-12-06,Wed,2913
Juliet,Orange,Tangerine,Orange,Pineapple,5,2000-12-06,Wed,2914
Jamie,Banana,Orange,Pineapple,Orange,6,2000-12-06,Wed,2915
Philip,Watermelon,Banana,Strawberry,Papaya,17,2000-12-06,Wed,2916
Pauline,Papaya,Tangerine,Strawberry,Papaya,13,2000-12-06,Wed,2917
Philip,Orange,Orange,Tangerine,Tangerine,17,2000-12-06,Wed,2918
Pauline,Orange,Strawberry,Orange,Papaya,9,2000-12-06,Wed,2919
Sam,Apple,Apple,Strawberry,Pawpaw,20,2000-12-06,Wed,2920
Jamie,Apple,Apple,Orange,Papaya,5,2000-12-06,Wed,2921
Ralph,Orange,Apple,Tangerine,Orange,13,2000-12-06,Wed,2922
Esther,Apple,Banana,Pineapple,Pineapple,8,2000-12-06,Wed,2923
Esther,Orange,Banana,Strawberry,Orange,8,2000-12-06,Wed,2924
Jamie,Papaya,Strawberry,Tangerine,Apple,20,2000-12-06,Wed,2925
Hauwa,Orange,Apple,Orange,Papaya,10,2000-12-06,Wed,2926
Pauline,Orange,Banana,Pineapple,Tangerine,5,2000-12-06,Wed,2927
Pauline,Banana,Tangerine,Pineapple,Apple,20,2000-12-06,Wed,2928
Esther,Watermelon,Apple,Pineapple,Tangerine,5,2000-12-06,Wed,2929
Sam,Orange,Apple,Orange,Apple,5,2000-12-06,Wed,2930
Jamie,Orange,Banana,Strawberry,Pawpaw,8,2000-12-06,Wed,2931
Ralph,Apple,Orange,Orange,Papaya,21,2000-12-06,Wed,2932
Juliet,Apple,Apple,Tangerine,Papaya,11,2000-12-06,Wed,2933
Jerry,Orange,Strawberry,Tangerine,Pawpaw,10,2000-12-06,Wed,2934
Hauwa,Apple,Pineapple,Pineapple,Papaya,5,2000-12-06,Wed,2935
Jamie,Orange,Apple,Strawberry,Apple,20,2000-12-06,Wed,2936
Ralph,Pineapple,Orange,Pineapple,Papaya,10,2000-12-06,Wed,2937
Jamie,Papaya,Apple,Strawberry,Papaya,7,2000-12-06,Wed,2938
Ralph,Watermelon,Strawberry,Strawberry,Tangerine,8,2000-12-06,Wed,2939
Sam,Orange,Apple,Tangerine,Orange,13,2000-12-06,Wed,2940
Pauline,Orange,Orange,Orange,Apple,10,2000-12-06,Wed,2941
Esther,Apple,Apple,Strawberry,Papaya,8,2000-12-07,Thu,2942
Jamie,Orange,Banana,Orange,Pawpaw,11,2000-12-07,Thu,2943
Philip,Papaya,Strawberry,Strawberry,Tangerine,20,2000-12-07,Thu,2944
Esther,Apple,Strawberry,Strawberry,Pawpaw,7,2000-12-07,Thu,2945
Ralph,Apple,Banana,Pineapple,Pawpaw,10,2000-12-07,Thu,2946
Jamie,Apple,Apple,Orange,Apple,7,2000-12-07,Thu,2947
Ralph,Apple,Tangerine,Tangerine,Papaya,7,2000-12-07,Thu,2948
Ralph,Orange,Orange,Tangerine,Apple,20,2000-12-07,Thu,2949
Hauwa,Papaya,Papaya,Pineapple,Papaya,8,2000-12-07,Thu,2950
Esther,Apple,Tangerine,Tangerine,Papaya,13,2000-12-07,Thu,2951
Sam,Pineapple,Orange,Strawberry,Pawpaw,9,2000-12-07,Thu,2952
Hauwa,Papaya,Apple,Strawberry,Tangerine,17,2000-12-07,Thu,2953
Jerry,Papaya,Papaya,Strawberry,Pawpaw,20,2000-12-07,Thu,2954
Jerry,Apple,Banana,Pineapple,Pineapple,5,2000-12-07,Thu,2955
Jerry,Orange,Orange,Orange,Guava,20,2000-12-07,Thu,2956
Jamie,Watermelon,Apple,Pineapple,Apple,6,2000-12-07,Thu,2957
Jerry,Apple,Papaya,Pineapple,Guava,11,2000-12-07,Thu,2958
Juliet,Watermelon,Apple,Orange,Papaya,9,2000-12-07,Thu,2959
Esther,Banana,Apple,Pineapple,Pineapple,10,2000-12-07,Thu,2960
Sam,Apple,Strawberry,Pineapple,Papaya,21,2000-12-07,Thu,2961
Philip,Apple,Strawberry,Strawberry,Pineapple,20,2000-12-07,Thu,2962
Hauwa,Orange,Strawberry,Pineapple,Pawpaw,7,2000-12-07,Thu,2963
Philip,Apple,Tangerine,Tangerine,Guava,13,2000-12-07,Thu,2964
Jamie,Apple,Papaya,Orange,Orange,10,2000-12-07,Thu,2965
Sam,Apple,Banana,Tangerine,Guava,10,2000-12-07,Thu,2966
Sam,Apple,Banana,Tangerine,Papaya,20,2000-12-07,Thu,2967
Esther,Apple,Banana,Strawberry,Pineapple,8,2000-12-07,Thu,2968
Jamie,Apple,Pineapple,Pineapple,Papaya,8,2000-12-07,Thu,2969
Philip,Papaya,Papaya,Orange,Tangerine,11,2000-12-07,Thu,2970
Sam,Apple,Pineapple,Orange,Guava,21,2000-12-07,Thu,2971
Sam,Papaya,Pineapple,Tangerine,Pawpaw,10,2000-12-07,Thu,2972
Hauwa,Watermelon,Strawberry,Tangerine,Orange,13,2000-12-07,Thu,2973
Juliet,Orange,Pineapple,Strawberry,Apple,17,2000-12-07,Thu,2974
Pauline,Apple,Apple,Orange,Pineapple,5,2000-12-07,Thu,2975
Jamie,Orange,Apple,Strawberry,Pawpaw,20,2000-12-07,Thu,2976
Hauwa,Papaya,Tangerine,Pineapple,Papaya,8,2000-12-07,Thu,2977
Jamie,Pineapple,Apple,Orange,Papaya,8,2000-12-07,Thu,2978
Jerry,Apple,Strawberry,Tangerine,Papaya,8,2000-12-07,Thu,2979
Jamie,Watermelon,Orange,Pineapple,Apple,10,2000-12-07,Thu,2980
Hauwa,Apple,Banana,Pineapple,Papaya,6,2000-12-07,Thu,2981
Sam,Apple,Banana,Orange,Papaya,20,2000-12-07,Thu,2982
Hauwa,Watermelon,Papaya,Orange,Pineapple,11,2000-12-07,Thu,2983
Jamie,Orange,Apple,Pineapple,Pineapple,6,2000-12-07,Thu,2984
Jerry,Apple,Strawberry,Pineapple,Papaya,20,2000-12-07,Thu,2985
Pauline,Pineapple,Banana,Strawberry,Papaya,11,2000-12-07,Thu,2986
Jamie,Orange,Strawberry,Strawberry,Tangerine,11,2000-12-07,Thu,2987
Hauwa,Orange,Tangerine,Orange,Tangerine,10,2000-12-07,Thu,2988
Jamie,Apple,Banana,Orange,Pawpaw,10,2000-12-07,Thu,2989
Philip,Papaya,Papaya,Strawberry,Papaya,17,2000-12-07,Thu,2990
Juliet,Orange,Tangerine,Pineapple,Pawpaw,5,2000-12-07,Thu,2991
Ralph,Apple,Apple,Pineapple,Orange,8,2000-12-07,Thu,2992
Esther,Papaya,Papaya,Strawberry,Papaya,5,2000-12-07,Thu,2993
Esther,Orange,Banana,Strawberry,Orange,13,2000-12-07,Thu,2994
Philip,Banana,Tangerine,Strawberry,Papaya,11,2000-12-07,Thu,2995
Ralph,Orange,Banana,Strawberry,Papaya,4,2000-12-07,Thu,2996
Juliet,Orange,Apple,Tangerine,Papaya,20,2000-12-07,Thu,2997
Ralph,Papaya,Papaya,Tangerine,Papaya,8,2000-12-07,Thu,2998
Jerry,Orange,Papaya,Tangerine,Orange,8,2000-12-07,Thu,2999
